tournament,city,country,date,tournament_type,discipline,round,winner,nb_sets,retired,game_1_score,game_2_score,game_3_score,team_one_player_one,team_one_player_two,team_two_player_one,team_two_player_two,team_one_player_one_nationality,team_one_player_two_nationality,team_two_player_one_nationality,team_two_player_two_nationality,team_one_total_points,team_two_total_points,team_one_most_consecutive_points,team_two_most_consecutive_points,team_one_game_points,team_two_game_points,team_one_most_consecutive_points_game_1,team_two_most_consecutive_points_game_1,team_one_game_points_game_1,team_two_game_points_game_1,game_1_scores,team_one_most_consecutive_points_game_2,team_two_most_consecutive_points_game_2,team_one_game_points_game_2,team_two_game_points_game_2,game_2_scores,team_one_most_consecutive_points_game_3,team_two_most_consecutive_points_game_3,team_one_game_points_game_3,team_two_game_points_game_3,game_3_scores
YONEX Dutch Open 2019,Almere,Netherlands,09-10-2019,BWF Tour Super 100,WD,Round of 32,2,2,False,11-21,8-21,,Ieva Pope,Monika Radovska,Selena Piek,Selena Piek,LAT,LAT,NED,NED,19,42,2,6,0,3,2,4,0,1,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '2-4', '2-5', '3-5', '3-6', '3-7', '4-7', '4-8', '5-8', '5-9', '6-9', '6-10', '6-11', '7-11', '8-11', '8-12', '8-13', '9-13', '9-14', '9-15', '9-16', '9-17', '10-17', '10-18', '10-19', '11-19', '11-20', '11-21']",2.0,6.0,0.0,2.0,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '1-5', '1-6', '1-7', '1-8', '1-9', '1-10', '2-10', '3-10', '3-11', '3-12', '4-12', '5-12', '5-13', '6-13', '6-14', '6-15', '6-16', '6-17', '6-18', '6-19', '7-19', '7-20', '8-20', '8-21']",,,,,[]
YONEX Dutch Open 2019,Almere,Netherlands,09-10-2019,BWF Tour Super 100,WD,Round of 32,1,2,False,24-22,21-12,,Clara Nistad,Moa Sjoo,Vimala Heriau,Vimala Heriau,SWE,SWE,FRA,FRA,45,34,8,6,8,3,5,4,1,3,"['0-0', '1-0', '1-1', '1-2', '1-3', '1-4', '2-4', '2-5', '2-6', '3-6', '3-7', '3-8', '4-8', '4-9', '5-9', '5-10', '6-10', '7-10', '8-10', '8-11', '9-11', '9-12', '10-12', '10-13', '11-13', '11-14', '12-14', '12-15', '12-16', '13-16', '13-17', '13-18', '14-18', '15-18', '16-18', '17-18', '18-18', '18-19', '19-19', '19-20', '20-20', '20-21', '21-21', '21-22', '22-22', '23-22', '24-22']",5.0,6.0,7.0,0.0,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '5-1', '6-1', '7-1', '7-2', '8-2', '9-2', '10-2', '11-2', '12-2', '12-3', '13-3', '14-3', '14-4', '15-4', '15-5', '15-6', '16-6', '17-6', '18-6', '19-6', '20-6', '20-7', '20-8', '20-9', '20-10', '20-11', '20-12', '21-12']",,,,,[]
YONEX Dutch Open 2019,Almere,Netherlands,09-10-2019,BWF Tour Super 100,WD,Round of 32,2,3,False,21-12,17-21,17-21,Eva Janssens,Kilasu Ostermeyer,Alexandra Bøje,Alexandra Bøje,GER,GER,DEN,DEN,55,54,5,6,1,3,4,3,1,0,"['0-0', '0-1', '1-1', '2-1', '3-1', '4-1', '4-2', '4-3', '4-4', '5-4', '6-4', '7-4', '7-5', '8-5', '9-5', '10-5', '10-6', '11-6', '12-6', '12-7', '12-8', '13-8', '13-9', '14-9', '14-10', '15-10', '15-11', '16-11', '17-11', '17-12', '18-12', '19-12', '20-12', '21-12']",3.0,4.0,0.0,2.0,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '3-3', '3-4', '3-5', '3-6', '4-6', '4-7', '4-8', '5-8', '6-8', '6-9', '6-10', '7-10', '8-10', '9-10', '9-11', '9-12', '10-12', '10-13', '11-13', '11-14', '11-15', '11-16', '12-16', '12-17', '13-17', '13-18', '14-18', '14-19', '15-19', '16-19', '16-20', '17-20', '17-21']",4.0,6.0,0.0,1.0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '3-3', '4-3', '4-4', '4-5', '5-5', '6-5', '6-6', '6-7', '7-7', '8-7', '9-7', '9-8', '10-8', '10-9', '10-10', '10-11', '10-12', '11-12', '12-12', '13-12', '14-12', '14-13', '15-13', '15-14', '16-14', '16-15', '17-15', '17-16', '17-17', '17-18', '17-19', '17-20', '17-21']"
YONEX Dutch Open 2019,Almere,Netherlands,09-10-2019,BWF Tour Super 100,WD,Round of 32,2,3,False,17-21,21-18,13-21,Anastasiia Akchurina,Olga Morozova,Amalie Magelund,Amalie Magelund,RUS,RUS,DEN,DEN,51,60,4,6,1,2,2,4,0,1,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '3-3', '4-3', '5-3', '5-4', '6-4', '7-4', '7-5', '7-6', '7-7', '7-8', '8-8', '8-9', '8-10', '9-10', '9-11', '9-12', '10-12', '10-13', '11-13', '11-14', '12-14', '12-15', '13-15', '13-16', '14-16', '14-17', '15-17', '16-17', '16-18', '16-19', '17-19', '17-20', '17-21']",4.0,6.0,1.0,0.0,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '3-3', '3-4', '4-4', '5-4', '6-4', '6-5', '7-5', '8-5', '8-6', '8-7', '8-8', '9-8', '10-8', '10-9', '10-10', '10-11', '10-12', '10-13', '10-14', '11-14', '11-15', '12-15', '13-15', '13-16', '14-16', '15-16', '15-17', '16-17', '17-17', '18-17', '19-17', '19-18', '20-18', '21-18']",3.0,4.0,0.0,1.0,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2', '4-2', '4-3', '4-4', '5-4', '5-5', '5-6', '5-7', '5-8', '6-8', '6-9', '7-9', '7-10', '8-10', '8-11', '8-12', '8-13', '9-13', '9-14', '10-14', '10-15', '10-16', '10-17', '11-17', '11-18', '12-18', '12-19', '13-19', '13-20', '13-21']"
YONEX Dutch Open 2019,Almere,Netherlands,09-10-2019,BWF Tour Super 100,WD,Round of 32,2,2,False,24-26,17-21,,Debora Jille,Alyssa Tirtosentono,Pearly Koong Le Tan,Pearly Koong Le Tan,NED,NED,MAS,MAS,41,47,4,6,2,5,4,6,2,4,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '4-2', '4-3', '5-3', '5-4', '6-4', '6-5', '6-6', '6-7', '7-7', '8-7', '8-8', '9-8', '9-9', '10-9', '10-10', '11-10', '12-10', '13-10', '13-11', '14-11', '14-12', '15-12', '15-13', '16-13', '16-14', '16-15', '16-16', '16-17', '16-18', '16-19', '17-19', '18-19', '19-19', '20-19', '20-20', '20-21', '21-21', '21-22', '22-22', '23-22', '23-23', '23-24', '24-24', '24-25', '24-26']",4.0,4.0,0.0,1.0,"['0-0', '1-0', '2-0', '2-1', '2-2', '2-3', '2-4', '3-4', '3-5', '4-5', '4-6', '5-6', '6-6', '6-7', '6-8', '7-8', '8-8', '8-9', '8-10', '8-11', '8-12', '9-12', '10-12', '11-12', '12-12', '12-13', '12-14', '13-14', '14-14', '15-14', '15-15', '15-16', '16-16', '16-17', '17-17', '17-18', '17-19', '17-20', '17-21']",,,,,[]
YONEX Dutch Open 2019,Almere,Netherlands,09-10-2019,BWF Tour Super 100,WD,Round of 32,2,2,False,18-21,9-21,,Pooja Dandu,Sanjana Santosh,Emma Karlsson,Emma Karlsson,IND,IND,SWE,SWE,27,42,4,7,0,2,3,3,0,1,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '2-4', '2-5', '2-6', '3-6', '4-6', '4-7', '4-8', '5-8', '5-9', '5-10', '5-11', '6-11', '7-11', '8-11', '8-12', '9-12', '9-13', '9-14', '10-14', '11-14', '12-14', '12-15', '12-16', '13-16', '14-16', '14-17', '15-17', '15-18', '16-18', '17-18', '18-18', '18-19', '18-20', '18-21']",4.0,7.0,0.0,1.0,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '4-2', '5-2', '5-3', '5-4', '5-5', '5-6', '5-7', '5-8', '5-9', '6-9', '6-10', '6-11', '7-11', '7-12', '8-12', '8-13', '8-14', '8-15', '8-16', '8-17', '8-18', '9-18', '9-19', '9-20', '9-21']",,,,,[]
YONEX Dutch Open 2019,Almere,Netherlands,09-10-2019,BWF Tour Super 100,WD,Round of 32,2,3,False,19-21,21-17,17-21,Emilie Lefel,Anne Tran,Chi Ya Cheng,Chi Ya Cheng,FRA,FRA,TPE,TPE,57,59,7,8,1,3,7,8,0,2,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '4-2', '5-2', '6-2', '7-2', '8-2', '9-2', '9-3', '10-3', '11-3', '12-3', '12-4', '12-5', '12-6', '12-7', '12-8', '13-8', '14-8', '14-9', '14-10', '14-11', '15-11', '16-11', '17-11', '17-12', '17-13', '17-14', '17-15', '17-16', '17-17', '17-18', '17-19', '18-19', '18-20', '19-20', '19-21']",3.0,3.0,1.0,0.0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '3-3', '4-3', '5-3', '6-3', '6-4', '6-5', '7-5', '8-5', '9-5', '9-6', '10-6', '10-7', '10-8', '10-9', '11-9', '12-9', '12-10', '13-10', '13-11', '13-12', '13-13', '14-13', '14-14', '15-14', '16-14', '16-15', '17-15', '18-15', '18-16', '19-16', '19-17', '20-17', '21-17']",5.0,4.0,0.0,1.0,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '3-3', '3-4', '4-4', '5-4', '5-5', '5-6', '5-7', '5-8', '6-8', '7-8', '8-8', '9-8', '10-8', '10-9', '10-10', '11-10', '12-10', '12-11', '13-11', '13-12', '13-13', '14-13', '14-14', '15-14', '15-15', '15-16', '15-17', '16-17', '16-18', '16-19', '17-19', '17-20', '17-21']"
YONEX Dutch Open 2019,Almere,Netherlands,09-10-2019,BWF Tour Super 100,WD,Round of 32,2,2,False,10-21,11-21,,Nadia Fankhauser,Iris Tabeling,Linda Efler,Linda Efler,SUI,SUI,GER,GER,21,42,3,6,0,3,2,6,0,2,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '2-4', '3-4', '4-4', '4-5', '4-6', '4-7', '5-7', '5-8', '5-9', '5-10', '5-11', '5-12', '5-13', '6-13', '6-14', '6-15', '7-15', '7-16', '8-16', '8-17', '8-18', '9-18', '9-19', '9-20', '10-20', '10-21']",3.0,5.0,0.0,1.0,"['0-0', '1-0', '1-1', '2-1', '2-2', '2-3', '3-3', '3-4', '3-5', '3-6', '3-7', '4-7', '4-8', '4-9', '4-10', '4-11', '4-12', '5-12', '5-13', '5-14', '5-15', '6-15', '6-16', '7-16', '8-16', '9-16', '9-17', '10-17', '10-18', '11-18', '11-19', '11-20', '11-21']",,,,,[]
YONEX Dutch Open 2019,Almere,Netherlands,10-10-2019,BWF Tour Super 100,WD,Round of 16,1,2,False,21-15,21-13,,Sayaka Hobara,Natsuki Sone,Emma Karlsson,Emma Karlsson,JPN,JPN,SWE,SWE,42,28,6,3,3,0,4,3,1,0,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '2-4', '3-4', '4-4', '4-5', '5-5', '5-6', '6-6', '6-7', '6-8', '7-8', '8-8', '8-9', '9-9', '10-9', '10-10', '11-10', '12-10', '12-11', '12-12', '13-12', '13-13', '14-13', '15-13', '16-13', '17-13', '17-14', '18-14', '19-14', '19-15', '20-15', '21-15']",6.0,3.0,2.0,0.0,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '4-2', '4-3', '4-4', '4-5', '5-5', '5-6', '6-6', '6-7', '7-7', '8-7', '8-8', '9-8', '9-9', '10-9', '11-9', '12-9', '13-9', '13-10', '13-11', '14-11', '14-12', '15-12', '16-12', '17-12', '18-12', '19-12', '20-12', '20-13', '21-13']",,,,,[]
YONEX Dutch Open 2019,Almere,Netherlands,10-10-2019,BWF Tour Super 100,WD,Round of 16,2,2,False,18-21,22-24,,Clara Nistad,Moa Sjoo,Selena Piek,Selena Piek,SWE,SWE,NED,NED,40,45,6,5,1,9,4,5,0,5,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '3-3', '4-3', '5-3', '5-4', '6-4', '6-5', '6-6', '7-6', '7-7', '7-8', '8-8', '8-9', '8-10', '9-10', '10-10', '10-11', '10-12', '10-13', '10-14', '10-15', '11-15', '11-16', '12-16', '12-17', '13-17', '13-18', '14-18', '14-19', '14-20', '15-20', '16-20', '17-20', '18-20', '18-21']",6.0,4.0,1.0,4.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '4-2', '4-3', '4-4', '4-5', '4-6', '5-6', '6-6', '7-6', '8-6', '9-6', '10-6', '10-7', '10-8', '11-8', '12-8', '12-9', '13-9', '13-10', '13-11', '13-12', '13-13', '14-13', '14-14', '14-15', '14-16', '15-16', '15-17', '16-17', '16-18', '17-18', '18-18', '18-19', '18-20', '19-20', '20-20', '20-21', '21-21', '22-21', '22-22', '22-23', '22-24']",,,,,[]
YONEX Dutch Open 2019,Almere,Netherlands,10-10-2019,BWF Tour Super 100,WD,Round of 16,2,2,False,22-24,17-21,,Alexandra Bøje,Mette Poulsen,Rin Iwanaga,Rin Iwanaga,DEN,DEN,JPN,JPN,39,45,6,8,3,4,6,4,3,2,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '1-5', '1-6', '1-7', '2-7', '3-7', '4-7', '5-7', '5-8', '5-9', '6-9', '7-9', '7-10', '7-11', '7-12', '8-12', '9-12', '10-12', '10-13', '10-14', '11-14', '11-15', '11-16', '12-16', '13-16', '13-17', '14-17', '14-18', '15-18', '16-18', '17-18', '18-18', '19-18', '20-18', '20-19', '20-20', '20-21', '21-21', '22-21', '22-22', '22-23', '22-24']",6.0,6.0,0.0,2.0,"['0-0', '0-1', '0-2', '0-3', '0-4', '0-5', '1-5', '2-5', '3-5', '3-6', '3-7', '3-8', '3-9', '4-9', '5-9', '6-9', '6-10', '6-11', '6-12', '6-13', '6-14', '6-15', '7-15', '8-15', '8-16', '9-16', '9-17', '10-17', '11-17', '12-17', '13-17', '14-17', '15-17', '15-18', '15-19', '16-19', '16-20', '17-20', '17-21']",,,,,[]
YONEX Dutch Open 2019,Almere,Netherlands,10-10-2019,BWF Tour Super 100,WD,Round of 16,1,2,False,21-10,21-12,,Gabriela Stoeva,Stefani Stoeva,Ying Ying Chen,Ying Ying Chen,BUL,BUL,CHN,CHN,42,22,7,4,2,0,7,4,1,0,"['0-0', '0-1', '1-1', '2-1', '3-1', '4-1', '5-1', '6-1', '7-1', '7-2', '7-3', '7-4', '7-5', '8-5', '9-5', '10-5', '11-5', '11-6', '12-6', '13-6', '14-6', '14-7', '15-7', '15-8', '15-9', '15-10', '16-10', '17-10', '18-10', '19-10', '20-10', '21-10']",4.0,2.0,1.0,0.0,"['0-0', '1-0', '1-1', '2-1', '3-1', '4-1', '4-2', '5-2', '5-3', '5-4', '6-4', '7-4', '8-4', '9-4', '9-5', '10-5', '10-6', '10-7', '11-7', '12-7', '12-8', '13-8', '14-8', '15-8', '15-9', '15-10', '16-10', '17-10', '18-10', '18-11', '19-11', '19-12', '20-12', '21-12']",,,,,[]
YONEX Dutch Open 2019,Almere,Netherlands,10-10-2019,BWF Tour Super 100,WD,Round of 16,1,3,False,14-21,21-14,21-16,Ekaterina Bolotova,Alina Davletova,Amalie Magelund,Amalie Magelund,RUS,RUS,DEN,DEN,56,51,4,4,3,1,2,4,0,1,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '3-3', '3-4', '3-5', '3-6', '4-6', '4-7', '4-8', '4-9', '5-9', '6-9', '6-10', '6-11', '7-11', '8-11', '8-12', '8-13', '8-14', '8-15', '9-15', '9-16', '10-16', '11-16', '11-17', '12-17', '12-18', '13-18', '13-19', '14-19', '14-20', '14-21']",3.0,2.0,1.0,0.0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '3-3', '4-3', '5-3', '5-4', '6-4', '7-4', '8-4', '8-5', '8-6', '9-6', '9-7', '10-7', '11-7', '11-8', '11-9', '12-9', '12-10', '13-10', '14-10', '15-10', '15-11', '16-11', '16-12', '16-13', '17-13', '18-13', '19-13', '19-14', '20-14', '21-14']",4.0,3.0,2.0,0.0,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '2-4', '3-4', '3-5', '4-5', '5-5', '6-5', '7-5', '7-6', '8-6', '8-7', '8-8', '8-9', '9-9', '10-9', '10-10', '11-10', '11-11', '11-12', '12-12', '13-12', '13-13', '14-13', '15-13', '15-14', '16-14', '17-14', '17-15', '18-15', '19-15', '20-15', '20-16', '21-16']"
YONEX Dutch Open 2019,Almere,Netherlands,10-10-2019,BWF Tour Super 100,WD,Round of 16,1,3,False,18-21,21-16,21-16,Delphine Delrue,Lea Palermo,Jenny Moore,Jenny Moore,FRA,FRA,ENG,ENG,60,53,5,4,3,1,3,3,0,1,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '2-4', '2-5', '2-6', '3-6', '3-7', '3-8', '4-8', '5-8', '6-8', '6-9', '6-10', '7-10', '8-10', '8-11', '9-11', '10-11', '10-12', '11-12', '11-13', '11-14', '12-14', '13-14', '14-14', '14-15', '15-15', '16-15', '16-16', '16-17', '16-18', '17-18', '17-19', '18-19', '18-20', '18-21']",5.0,4.0,1.0,0.0,"['0-0', '0-1', '0-2', '1-2', '1-3', '2-3', '2-4', '3-4', '4-4', '5-4', '6-4', '7-4', '7-5', '8-5', '8-6', '8-7', '9-7', '10-7', '10-8', '10-9', '10-10', '10-11', '11-11', '11-12', '12-12', '12-13', '12-14', '13-14', '14-14', '15-14', '16-14', '16-15', '17-15', '17-16', '18-16', '19-16', '20-16', '21-16']",3.0,3.0,2.0,0.0,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '4-2', '4-3', '5-3', '6-3', '6-4', '6-5', '7-5', '8-5', '8-6', '9-6', '10-6', '10-7', '11-7', '12-7', '12-8', '12-9', '12-10', '13-10', '14-10', '14-11', '14-12', '15-12', '15-13', '16-13', '16-14', '17-14', '17-15', '18-15', '19-15', '20-15', '20-16', '21-16']"
YONEX Dutch Open 2019,Almere,Netherlands,10-10-2019,BWF Tour Super 100,WD,Round of 16,2,3,False,21-17,13-21,13-21,Chi Ya Cheng,Chih Chen Lee,Pearly Koong Le Tan,Pearly Koong Le Tan,TPE,TPE,MAS,MAS,47,59,3,5,1,2,3,2,1,0,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '3-3', '3-4', '4-4', '5-4', '5-5', '5-6', '6-6', '6-7', '7-7', '7-8', '7-9', '8-9', '9-9', '9-10', '10-10', '11-10', '11-11', '12-11', '13-11', '13-12', '14-12', '14-13', '15-13', '15-14', '16-14', '17-14', '17-15', '18-15', '18-16', '18-17', '19-17', '20-17', '21-17']",3.0,5.0,0.0,1.0,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '1-5', '1-6', '1-7', '1-8', '2-8', '3-8', '4-8', '4-9', '5-9', '5-10', '5-11', '5-12', '6-12', '7-12', '7-13', '7-14', '8-14', '9-14', '10-14', '10-15', '10-16', '10-17', '11-17', '11-18', '12-18', '12-19', '13-19', '13-20', '13-21']",3.0,5.0,0.0,1.0,"['0-0', '0-1', '1-1', '1-2', '1-3', '2-3', '3-3', '3-4', '3-5', '4-5', '4-6', '5-6', '6-6', '7-6', '7-7', '7-8', '8-8', '8-9', '8-10', '8-11', '8-12', '9-12', '9-13', '10-13', '11-13', '11-14', '12-14', '12-15', '12-16', '13-16', '13-17', '13-18', '13-19', '13-20', '13-21']"
YONEX Dutch Open 2019,Almere,Netherlands,11-10-2019,BWF Tour Super 100,WD,Quarter final,1,2,False,21-15,21-10,,Rin Iwanaga,Kie Nakanishi,Selena Piek,Selena Piek,JPN,JPN,NED,NED,42,25,7,3,2,0,7,3,1,0,"['0-0', '0-1', '1-1', '2-1', '3-1', '4-1', '4-2', '4-3', '5-3', '6-3', '7-3', '8-3', '9-3', '10-3', '11-3', '11-4', '12-4', '13-4', '14-4', '14-5', '15-5', '16-5', '16-6', '16-7', '16-8', '17-8', '17-9', '17-10', '18-10', '18-11', '18-12', '19-12', '19-13', '19-14', '19-15', '20-15', '21-15']",6.0,3.0,1.0,0.0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '4-2', '5-2', '5-3', '6-3', '7-3', '8-3', '8-4', '8-5', '8-6', '9-6', '10-6', '11-6', '11-7', '11-8', '12-8', '12-9', '13-9', '14-9', '15-9', '15-10', '16-10', '17-10', '18-10', '19-10', '20-10', '21-10']",,,,,[]
YONEX Dutch Open 2019,Almere,Netherlands,11-10-2019,BWF Tour Super 100,WD,Quarter final,1,3,False,23-25,22-20,21-18,Ekaterina Bolotova,Alina Davletova,Pearly Koong Le Tan,Pearly Koong Le Tan,RUS,RUS,MAS,MAS,66,63,6,5,5,6,3,2,0,5,"['0-0', '0-1', '0-2', '1-2', '1-3', '2-3', '2-4', '3-4', '3-5', '3-6', '4-6', '5-6', '6-6', '6-7', '7-7', '7-8', '8-8', '8-9', '9-9', '9-10', '9-11', '10-11', '10-12', '10-13', '11-13', '12-13', '12-14', '13-14', '13-15', '14-15', '15-15', '16-15', '16-16', '16-17', '17-17', '17-18', '18-18', '18-19', '19-19', '19-20', '20-20', '20-21', '21-21', '21-22', '22-22', '22-23', '23-23', '23-24', '23-25']",3.0,4.0,1.0,1.0,"['0-0', '0-1', '0-2', '0-3', '1-3', '2-3', '2-4', '2-5', '3-5', '3-6', '3-7', '3-8', '3-9', '4-9', '4-10', '5-10', '6-10', '6-11', '7-11', '8-11', '9-11', '9-12', '9-13', '10-13', '10-14', '11-14', '12-14', '13-14', '13-15', '14-15', '15-15', '16-15', '16-16', '17-16', '18-16', '18-17', '18-18', '19-18', '19-19', '19-20', '20-20', '21-20', '22-20']",3.0,3.0,4.0,0.0,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '4-2', '5-2', '6-2', '6-3', '7-3', '8-3', '8-4', '9-4', '9-5', '9-6', '9-7', '10-7', '11-7', '11-8', '11-9', '12-9', '12-10', '13-10', '13-11', '14-11', '14-12', '15-12', '16-12', '17-12', '17-13', '17-14', '18-14', '19-14', '19-15', '20-15', '20-16', '20-17', '20-18', '21-18']"
YONEX Dutch Open 2019,Almere,Netherlands,11-10-2019,BWF Tour Super 100,WD,Quarter final,2,3,False,18-21,21-14,19-21,Sayaka Hobara,Natsuki Sone,Linda Efler,Linda Efler,JPN,JPN,GER,GER,58,56,5,6,2,3,4,6,0,2,"['0-0', '1-0', '2-0', '3-0', '4-0', '4-1', '4-2', '4-3', '4-4', '4-5', '4-6', '5-6', '6-6', '7-6', '7-7', '8-7', '9-7', '10-7', '10-8', '10-9', '10-10', '10-11', '10-12', '11-12', '12-12', '13-12', '14-12', '14-13', '14-14', '15-14', '15-15', '15-16', '15-17', '15-18', '15-19', '16-19', '17-19', '17-20', '18-20', '18-21']",5.0,4.0,2.0,0.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '4-2', '4-3', '4-4', '4-5', '4-6', '5-6', '6-6', '7-6', '8-6', '8-7', '8-8', '9-8', '10-8', '10-9', '10-10', '11-10', '12-10', '12-11', '13-11', '14-11', '15-11', '16-11', '17-11', '17-12', '18-12', '19-12', '19-13', '20-13', '20-14', '21-14']",3.0,4.0,0.0,1.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '4-2', '4-3', '5-3', '6-3', '6-4', '7-4', '8-4', '9-4', '9-5', '9-6', '10-6', '10-7', '11-7', '11-8', '11-9', '11-10', '11-11', '12-11', '13-11', '13-12', '13-13', '14-13', '14-14', '14-15', '14-16', '15-16', '15-17', '16-17', '17-17', '17-18', '18-18', '19-18', '19-19', '19-20', '19-21']"
YONEX Dutch Open 2019,Almere,Netherlands,11-10-2019,BWF Tour Super 100,WD,Quarter final,1,2,False,21-12,22-20,,Gabriela Stoeva,Stefani Stoeva,Delphine Delrue,Delphine Delrue,BUL,BUL,FRA,FRA,43,32,6,6,2,4,6,2,1,0,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2', '3-3', '4-3', '5-3', '6-3', '6-4', '7-4', '7-5', '8-5', '8-6', '8-7', '9-7', '10-7', '11-7', '12-7', '13-7', '14-7', '14-8', '14-9', '15-9', '16-9', '17-9', '17-10', '18-10', '18-11', '19-11', '19-12', '20-12', '21-12']",6.0,6.0,1.0,4.0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '3-3', '4-3', '4-4', '5-4', '5-5', '5-6', '5-7', '6-7', '7-7', '7-8', '8-8', '8-9', '8-10', '9-10', '10-10', '11-10', '11-11', '12-11', '13-11', '13-12', '13-13', '13-14', '13-15', '13-16', '13-17', '14-17', '14-18', '14-19', '15-19', '16-19', '16-20', '17-20', '18-20', '19-20', '20-20', '21-20', '22-20']",,,,,[]
YONEX Dutch Open 2019,Almere,Netherlands,12-10-2019,BWF Tour Super 100,WD,Semi final,1,2,False,21-19,21-13,,Gabriela Stoeva,Stefani Stoeva,Ekaterina Bolotova,Ekaterina Bolotova,BUL,BUL,RUS,RUS,42,32,9,5,3,0,5,5,1,0,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '3-3', '3-4', '3-5', '3-6', '4-6', '5-6', '5-7', '5-8', '5-9', '6-9', '6-10', '7-10', '8-10', '9-10', '10-10', '10-11', '11-11', '11-12', '12-12', '12-13', '12-14', '13-14', '13-15', '13-16', '14-16', '14-17', '15-17', '15-18', '16-18', '16-19', '17-19', '18-19', '19-19', '20-19', '21-19']",4.0,3.0,2.0,0.0,"['0-0', '1-0', '2-0', '3-0', '4-0', '4-1', '5-1', '6-1', '7-1', '7-2', '7-3', '8-3', '8-4', '9-4', '10-4', '11-4', '11-5', '12-5', '13-5', '13-6', '13-7', '13-8', '14-8', '15-8', '15-9', '16-9', '17-9', '17-10', '18-10', '18-11', '19-11', '19-12', '20-12', '20-13', '21-13']",,,,,[]
YONEX Dutch Open 2019,Almere,Netherlands,12-10-2019,BWF Tour Super 100,WD,Semi final,1,2,False,21-11,21-13,,Rin Iwanaga,Kie Nakanishi,Linda Efler,Linda Efler,JPN,JPN,GER,GER,42,24,6,3,3,0,6,3,1,0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '3-3', '4-3', '5-3', '6-3', '6-4', '7-4', '8-4', '9-4', '10-4', '11-4', '12-4', '12-5', '12-6', '12-7', '13-7', '14-7', '14-8', '15-8', '15-9', '16-9', '16-10', '17-10', '18-10', '19-10', '19-11', '20-11', '21-11']",4.0,3.0,2.0,0.0,"['0-0', '1-0', '2-0', '3-0', '4-0', '4-1', '4-2', '4-3', '5-3', '6-3', '7-3', '8-3', '8-4', '9-4', '10-4', '11-4', '11-5', '11-6', '12-6', '12-7', '13-7', '14-7', '15-7', '15-8', '16-8', '16-9', '17-9', '17-10', '17-11', '17-12', '18-12', '19-12', '20-12', '20-13', '21-13']",,,,,[]
