tournament,city,country,date,tournament_type,discipline,round,winner,nb_sets,retired,game_1_score,game_2_score,game_3_score,team_one_players,team_two_players,team_one_nationalities,team_two_nationalities,team_one_total_points,team_two_total_points,team_one_most_consecutive_points,team_two_most_consecutive_points,team_one_game_points,team_two_game_points,team_one_most_consecutive_points_game_1,team_two_most_consecutive_points_game_1,team_one_game_points_game_1,team_two_game_points_game_1,game_1_scores,team_one_most_consecutive_points_game_2,team_two_most_consecutive_points_game_2,team_one_game_points_game_2,team_two_game_points_game_2,game_2_scores,team_one_most_consecutive_points_game_3,team_two_most_consecutive_points_game_3,team_one_game_points_game_3,team_two_game_points_game_3,game_3_scores
Korea Open 2019,Incheon,Korea,25-09-2019,HSBC BWF World Tour Super 500,WS,Round of 32,1,2,False,21-15,21-12,,Gregoria Mariska Tunjung,Soniia Cheah,INA,MAS,42,27,6,5,3,0,6,5,1,0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '4-2', '4-3', '4-4', '5-4', '6-4', '6-5', '7-5', '7-6', '7-7', '7-8', '7-9', '7-10', '8-10', '8-11', '8-12', '9-12', '10-12', '11-12', '12-12', '13-12', '14-12', '14-13', '15-13', '16-13', '17-13', '17-14', '18-14', '18-15', '19-15', '20-15', '21-15']",5.0,3.0,2.0,0.0,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '4-2', '4-3', '5-3', '5-4', '6-4', '7-4', '8-4', '8-5', '8-6', '8-7', '9-7', '10-7', '10-8', '11-8', '11-9', '11-10', '12-10', '13-10', '14-10', '15-10', '15-11', '16-11', '17-11', '18-11', '19-11', '20-11', '20-12', '21-12']",,,,,[]
Korea Open 2019,Incheon,Korea,25-09-2019,HSBC BWF World Tour Super 500,WS,Round of 32,0,3,True,21-19,18-21,1-8,Saina Nehwal,Ga Eun Kim,IND,KOR,40,48,5,6,2,1,5,3,2,0,"['0-0', '0-1', '0-2', '1-2', '2-2', '2-3', '2-4', '3-4', '4-4', '4-5', '4-6', '5-6', '6-6', '6-7', '7-7', '8-7', '8-8', '9-8', '9-9', '10-9', '10-10', '11-10', '11-11', '12-11', '13-11', '13-12', '13-13', '13-14', '14-14', '15-14', '16-14', '17-14', '18-14', '18-15', '18-16', '19-16', '19-17', '19-18', '20-18', '20-19', '21-19']",5.0,4.0,0.0,1.0,"['0-0', '0-1', '0-2', '1-2', '2-2', '3-2', '4-2', '5-2', '5-3', '6-3', '7-3', '7-4', '8-4', '9-4', '10-4', '10-5', '10-6', '10-7', '11-7', '11-8', '12-8', '13-8', '13-9', '13-10', '13-11', '13-12', '14-12', '14-13', '14-14', '14-15', '15-15', '16-15', '16-16', '16-17', '17-17', '17-18', '17-19', '18-19', '18-20', '18-21']",,,,,[]
Korea Open 2019,Incheon,Korea,25-09-2019,HSBC BWF World Tour Super 500,WS,Round of 32,2,2,False,16-21,18-21,,Yu Po Pai,Nitchaon Jindapol,TPE,THA,34,42,4,5,0,5,4,5,0,1,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '4-2', '5-2', '5-3', '5-4', '5-5', '6-5', '7-5', '8-5', '9-5', '9-6', '9-7', '9-8', '9-9', '9-10', '10-10', '10-11', '11-11', '12-11', '12-12', '13-12', '13-13', '13-14', '14-14', '14-15', '14-16', '15-16', '15-17', '16-17', '16-18', '16-19', '16-20', '16-21']",4.0,5.0,0.0,4.0,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '3-3', '3-4', '4-4', '5-4', '5-5', '5-6', '5-7', '5-8', '5-9', '6-9', '6-10', '7-10', '7-11', '8-11', '9-11', '9-12', '9-13', '9-14', '9-15', '10-15', '10-16', '10-17', '11-17', '11-18', '12-18', '13-18', '14-18', '15-18', '15-19', '15-20', '16-20', '17-20', '18-20', '18-21']",,,,,[]
Korea Open 2019,Incheon,Korea,25-09-2019,HSBC BWF World Tour Super 500,WS,Round of 32,2,2,False,9-21,14-21,,Yu Jin Sim,Nozomi Okuhara,KOR,JPN,23,42,4,12,0,3,4,12,0,1,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '2-4', '2-5', '3-5', '4-5', '5-5', '5-6', '5-7', '5-8', '5-9', '5-10', '5-11', '5-12', '5-13', '5-14', '5-15', '5-16', '5-17', '6-17', '7-17', '8-17', '9-17', '9-18', '9-19', '9-20', '9-21']",2.0,6.0,0.0,2.0,"['0-0', '0-1', '0-2', '0-3', '0-4', '0-5', '1-5', '2-5', '2-6', '2-7', '2-8', '3-8', '3-9', '4-9', '5-9', '5-10', '6-10', '7-10', '7-11', '8-11', '9-11', '9-12', '10-12', '10-13', '11-13', '11-14', '11-15', '11-16', '11-17', '11-18', '11-19', '12-19', '13-19', '13-20', '14-20', '14-21']",,,,,[]
Korea Open 2019,Incheon,Korea,25-09-2019,HSBC BWF World Tour Super 500,WS,Round of 32,2,3,False,17-21,21-14,15-21,Yue Han,Bing Jiao He,CHN,CHN,53,56,5,9,1,6,3,4,0,1,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '1-5', '1-6', '2-6', '3-6', '4-6', '4-7', '4-8', '5-8', '5-9', '6-9', '6-10', '7-10', '7-11', '8-11', '8-12', '9-12', '10-12', '10-13', '10-14', '10-15', '11-15', '11-16', '11-17', '12-17', '13-17', '14-17', '14-18', '15-18', '15-19', '16-19', '17-19', '17-20', '17-21']",5.0,4.0,1.0,0.0,"['0-0', '1-0', '1-1', '2-1', '2-2', '2-3', '3-3', '4-3', '5-3', '6-3', '6-4', '7-4', '8-4', '8-5', '8-6', '8-7', '8-8', '9-8', '10-8', '11-8', '12-8', '13-8', '13-9', '13-10', '14-10', '14-11', '15-11', '16-11', '17-11', '17-12', '18-12', '18-13', '19-13', '19-14', '20-14', '21-14']",4.0,9.0,0.0,5.0,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '3-3', '4-3', '5-3', '5-4', '5-5', '5-6', '5-7', '6-7', '7-7', '7-8', '7-9', '8-9', '8-10', '8-11', '8-12', '8-13', '8-14', '8-15', '8-16', '8-17', '8-18', '9-18', '10-18', '11-18', '11-19', '11-20', '12-20', '13-20', '14-20', '15-20', '15-21']"
Korea Open 2019,Incheon,Korea,25-09-2019,HSBC BWF World Tour Super 500,WS,Round of 32,1,2,False,21-19,21-16,,Ji Hyun Sung,Se Young An,KOR,KOR,42,35,8,5,4,0,8,5,3,0,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '1-5', '2-5', '3-5', '3-6', '3-7', '4-7', '4-8', '4-9', '4-10', '4-11', '4-12', '5-12', '6-12', '7-12', '7-13', '8-13', '9-13', '10-13', '11-13', '12-13', '12-14', '12-15', '12-16', '12-17', '13-17', '14-17', '15-17', '16-17', '17-17', '18-17', '19-17', '20-17', '20-18', '20-19', '21-19']",4.0,3.0,1.0,0.0,"['0-0', '0-1', '0-2', '1-2', '2-2', '2-3', '3-3', '4-3', '5-3', '6-3', '6-4', '7-4', '8-4', '8-5', '8-6', '9-6', '10-6', '10-7', '11-7', '12-7', '12-8', '13-8', '14-8', '15-8', '15-9', '15-10', '15-11', '16-11', '16-12', '16-13', '17-13', '18-13', '19-13', '19-14', '19-15', '19-16', '20-16', '21-16']",,,,,[]
Korea Open 2019,Incheon,Korea,25-09-2019,HSBC BWF World Tour Super 500,WS,Round of 32,2,2,False,13-21,18-21,,Evgeniya Kosetskaya,Yu Fei Chen,RUS,CHN,31,42,6,8,0,4,3,5,0,1,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '2-4', '2-5', '3-5', '3-6', '3-7', '4-7', '5-7', '6-7', '6-8', '7-8', '7-9', '7-10', '7-11', '7-12', '7-13', '8-13', '9-13', '9-14', '9-15', '10-15', '10-16', '10-17', '11-17', '12-17', '12-18', '13-18', '13-19', '13-20', '13-21']",6.0,8.0,0.0,3.0,"['0-0', '0-1', '0-2', '1-2', '2-2', '2-3', '3-3', '3-4', '4-4', '5-4', '6-4', '7-4', '8-4', '9-4', '9-5', '9-6', '9-7', '9-8', '9-9', '9-10', '9-11', '9-12', '10-12', '11-12', '11-13', '11-14', '11-15', '12-15', '13-15', '14-15', '15-15', '15-16', '15-17', '15-18', '15-19', '16-19', '16-20', '17-20', '18-20', '18-21']",,,,,[]
Korea Open 2019,Incheon,Korea,25-09-2019,HSBC BWF World Tour Super 500,WS,Round of 32,1,2,False,21-7,21-19,,Hyo Min Kim,Line Højmark Kjaersfeldt,KOR,DEN,42,26,5,3,2,0,5,3,1,0,"['0-0', '1-0', '2-0', '3-0', '4-0', '4-1', '5-1', '6-1', '7-1', '8-1', '9-1', '9-2', '10-2', '11-2', '12-2', '13-2', '14-2', '14-3', '15-3', '16-3', '17-3', '18-3', '18-4', '18-5', '18-6', '19-6', '19-7', '20-7', '21-7']",3.0,3.0,1.0,0.0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '3-3', '3-4', '4-4', '4-5', '5-5', '6-5', '6-6', '6-7', '6-8', '7-8', '8-8', '9-8', '9-9', '9-10', '10-10', '11-10', '11-11', '12-11', '12-12', '13-12', '13-13', '13-14', '14-14', '14-15', '14-16', '15-16', '16-16', '16-17', '17-17', '18-17', '18-18', '18-19', '19-19', '20-19', '21-19']",,,,,[]
Korea Open 2019,Incheon,Korea,26-09-2019,HSBC BWF World Tour Super 500,WS,Round of 16,2,2,False,16-21,7-21,,Fitriani Fitriani,Sayaka Takahashi,INA,JPN,23,42,4,7,0,3,4,5,0,2,"['0-0', '1-0', '2-0', '2-1', '2-2', '2-3', '3-3', '4-3', '4-4', '5-4', '5-5', '6-5', '6-6', '7-6', '8-6', '8-7', '8-8', '8-9', '8-10', '8-11', '9-11', '10-11', '11-11', '12-11', '12-12', '12-13', '12-14', '13-14', '13-15', '14-15', '15-15', '15-16', '15-17', '15-18', '15-19', '15-20', '16-20', '16-21']",3.0,7.0,0.0,1.0,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '1-5', '1-6', '1-7', '1-8', '2-8', '2-9', '2-10', '3-10', '4-10', '5-10', '5-11', '5-12', '5-13', '6-13', '6-14', '7-14', '7-15', '7-16', '7-17', '7-18', '7-19', '7-20', '7-21']",,,,,[]
Korea Open 2019,Incheon,Korea,26-09-2019,HSBC BWF World Tour Super 500,WS,Round of 16,1,2,False,21-4,21-13,,Ratchanok Intanon,Aya Ohori,THA,JPN,42,17,10,3,3,0,10,2,1,0,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '6-0', '7-0', '7-1', '8-1', '9-1', '10-1', '11-1', '12-1', '13-1', '14-1', '15-1', '16-1', '17-1', '17-2', '17-3', '18-3', '19-3', '19-4', '20-4', '21-4']",5.0,3.0,2.0,0.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '4-2', '4-3', '5-3', '6-3', '6-4', '7-4', '7-5', '8-5', '9-5', '9-6', '9-7', '9-8', '10-8', '11-8', '11-9', '12-9', '13-9', '13-10', '14-10', '15-10', '15-11', '15-12', '16-12', '17-12', '18-12', '19-12', '20-12', '20-13', '21-13']",,,,,[]
Korea Open 2019,Incheon,Korea,26-09-2019,HSBC BWF World Tour Super 500,WS,Round of 16,1,2,False,21-11,21-11,,Tzu Ying Tai,Yan Yan Cai,TPE,CHN,42,22,7,4,2,0,5,2,1,0,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '4-2', '5-2', '5-3', '6-3', '7-3', '8-3', '9-3', '9-4', '9-5', '10-5', '10-6', '11-6', '11-7', '12-7', '12-8', '13-8', '14-8', '14-9', '14-10', '15-10', '16-10', '17-10', '18-10', '19-10', '19-11', '20-11', '21-11']",7.0,4.0,1.0,0.0,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '3-3', '4-3', '5-3', '6-3', '6-4', '7-4', '7-5', '7-6', '8-6', '9-6', '10-6', '11-6', '12-6', '13-6', '13-7', '13-8', '13-9', '13-10', '14-10', '14-11', '15-11', '16-11', '17-11', '18-11', '19-11', '20-11', '21-11']",,,,,[]
Korea Open 2019,Incheon,Korea,26-09-2019,HSBC BWF World Tour Super 500,WS,Round of 16,2,3,False,20-22,21-15,20-22,Ga Eun Kim,Gregoria Mariska Tunjung,KOR,INA,61,59,5,5,4,3,3,4,1,1,"['0-0', '1-0', '2-0', '2-1', '2-2', '2-3', '3-3', '4-3', '4-4', '4-5', '4-6', '5-6', '6-6', '6-7', '7-7', '8-7', '8-8', '8-9', '9-9', '9-10', '10-10', '10-11', '11-11', '11-12', '12-12', '12-13', '13-13', '14-13', '15-13', '15-14', '16-14', '16-15', '17-15', '18-15', '19-15', '19-16', '19-17', '19-18', '19-19', '20-19', '20-20', '20-21', '20-22']",4.0,2.0,3.0,0.0,"['0-0', '0-1', '0-2', '1-2', '2-2', '3-2', '3-3', '3-4', '4-4', '5-4', '6-4', '6-5', '7-5', '7-6', '8-6', '9-6', '9-7', '10-7', '11-7', '11-8', '12-8', '12-9', '13-9', '13-10', '14-10', '14-11', '15-11', '16-11', '16-12', '16-13', '17-13', '18-13', '19-13', '20-13', '20-14', '20-15', '21-15']",5.0,5.0,0.0,2.0,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '5-1', '5-2', '6-2', '7-2', '7-3', '7-4', '8-4', '8-5', '8-6', '8-7', '8-8', '8-9', '9-9', '10-9', '10-10', '10-11', '10-12', '11-12', '11-13', '11-14', '11-15', '11-16', '11-17', '12-17', '12-18', '13-18', '14-18', '14-19', '15-19', '16-19', '17-19', '18-19', '19-19', '19-20', '20-20', '20-21', '20-22']"
Korea Open 2019,Incheon,Korea,26-09-2019,HSBC BWF World Tour Super 500,WS,Round of 16,1,3,False,21-15,8-21,21-10,Michelle Li,Beiwen Zhang,CAN,USA,50,46,9,5,4,1,4,4,1,0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '4-2', '5-2', '5-3', '5-4', '5-5', '5-6', '6-6', '7-6', '7-7', '8-7', '9-7', '10-7', '10-8', '10-9', '11-9', '11-10', '11-11', '12-11', '12-12', '13-12', '13-13', '14-13', '15-13', '15-14', '16-14', '17-14', '17-15', '18-15', '19-15', '20-15', '21-15']",2.0,5.0,0.0,1.0,"['0-0', '0-1', '0-2', '0-3', '1-3', '2-3', '2-4', '3-4', '3-5', '3-6', '3-7', '3-8', '3-9', '4-9', '4-10', '4-11', '4-12', '4-13', '4-14', '5-14', '6-14', '6-15', '7-15', '7-16', '7-17', '7-18', '7-19', '8-19', '8-20', '8-21']",9.0,2.0,3.0,0.0,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '6-0', '7-0', '8-0', '9-0', '9-1', '10-1', '11-1', '12-1', '12-2', '13-2', '13-3', '13-4', '14-4', '14-5', '14-6', '15-6', '16-6', '17-6', '18-6', '19-6', '19-7', '19-8', '20-8', '20-9', '20-10', '21-10']"
Korea Open 2019,Incheon,Korea,26-09-2019,HSBC BWF World Tour Super 500,WS,Round of 16,2,2,False,13-21,18-21,,Ji Hyun Sung,Nozomi Okuhara,KOR,JPN,31,42,3,6,0,2,2,4,0,1,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '3-3', '4-3', '4-4', '5-4', '5-5', '6-5', '6-6', '7-6', '7-7', '7-8', '7-9', '7-10', '8-10', '9-10', '9-11', '10-11', '10-12', '10-13', '10-14', '11-14', '11-15', '11-16', '12-16', '12-17', '12-18', '13-18', '13-19', '13-20', '13-21']",3.0,6.0,0.0,1.0,"['0-0', '0-1', '0-2', '1-2', '2-2', '2-3', '2-4', '3-4', '4-4', '4-5', '4-6', '5-6', '6-6', '7-6', '7-7', '8-7', '8-8', '9-8', '9-9', '9-10', '10-10', '11-10', '12-10', '12-11', '13-11', '14-11', '14-12', '14-13', '14-14', '14-15', '14-16', '14-17', '15-17', '15-18', '15-19', '16-19', '17-19', '18-19', '18-20', '18-21']",,,,,[]
Korea Open 2019,Incheon,Korea,26-09-2019,HSBC BWF World Tour Super 500,WS,Round of 16,2,2,False,13-21,11-21,,Hyo Min Kim,Yu Fei Chen,KOR,CHN,24,42,2,6,0,2,2,4,0,1,"['0-0', '1-0', '1-1', '1-2', '1-3', '1-4', '2-4', '2-5', '2-6', '2-7', '3-7', '4-7', '4-8', '5-8', '6-8', '6-9', '7-9', '7-10', '7-11', '8-11', '8-12', '9-12', '10-12', '10-13', '10-14', '10-15', '11-15', '12-15', '12-16', '12-17', '13-17', '13-18', '13-19', '13-20', '13-21']",2.0,4.0,0.0,1.0,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '2-4', '3-4', '3-5', '3-6', '4-6', '5-6', '5-7', '5-8', '6-8', '6-9', '6-10', '6-11', '7-11', '7-12', '8-12', '8-13', '8-14', '9-14', '9-15', '10-15', '10-16', '10-17', '10-18', '10-19', '11-19', '11-20', '11-21']",,,,,[]
Korea Open 2019,Incheon,Korea,26-09-2019,HSBC BWF World Tour Super 500,WS,Round of 16,2,3,False,23-21,13-21,13-21,Nitchaon Jindapol,Bing Jiao He,THA,CHN,49,63,4,7,2,3,3,7,2,1,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '4-2', '4-3', '5-3', '6-3', '7-3', '7-4', '8-4', '9-4', '9-5', '9-6', '9-7', '10-7', '10-8', '10-9', '10-10', '10-11', '10-12', '10-13', '10-14', '11-14', '12-14', '13-14', '13-15', '14-15', '14-16', '15-16', '16-16', '17-16', '17-17', '18-17', '19-17', '19-18', '19-19', '20-19', '20-20', '20-21', '21-21', '22-21', '23-21']",3.0,5.0,0.0,1.0,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '2-4', '2-5', '3-5', '3-6', '3-7', '3-8', '3-9', '3-10', '4-10', '5-10', '6-10', '6-11', '7-11', '8-11', '8-12', '9-12', '10-12', '10-13', '11-13', '11-14', '11-15', '12-15', '12-16', '12-17', '12-18', '12-19', '13-19', '13-20', '13-21']",3.0,5.0,0.0,1.0,"['0-0', '1-0', '2-0', '2-1', '2-2', '2-3', '2-4', '2-5', '3-5', '4-5', '5-5', '5-6', '5-7', '6-7', '6-8', '6-9', '6-10', '6-11', '6-12', '7-12', '7-13', '8-13', '8-14', '8-15', '9-15', '10-15', '10-16', '10-17', '10-18', '11-18', '11-19', '12-19', '13-19', '13-20', '13-21']"
Korea Open 2019,Incheon,Korea,27-09-2019,HSBC BWF World Tour Super 500,WS,Quarter final,2,2,False,9-21,21-23,,Sayaka Takahashi,Ratchanok Intanon,JPN,THA,30,44,3,5,3,2,2,5,0,1,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '2-4', '2-5', '2-6', '2-7', '3-7', '4-7', '4-8', '4-9', '4-10', '4-11', '4-12', '5-12', '5-13', '6-13', '7-13', '7-14', '7-15', '7-16', '7-17', '8-17', '9-17', '9-18', '9-19', '9-20', '9-21']",3.0,4.0,3.0,1.0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '4-2', '5-2', '6-2', '6-3', '7-3', '7-4', '7-5', '8-5', '9-5', '9-6', '9-7', '9-8', '9-9', '10-9', '10-10', '11-10', '12-10', '13-10', '13-11', '13-12', '13-13', '14-13', '15-13', '15-14', '15-15', '16-15', '16-16', '17-16', '17-17', '18-17', '19-17', '19-18', '20-18', '20-19', '20-20', '21-20', '21-21', '21-22', '21-23']",,,,,[]
Korea Open 2019,Incheon,Korea,27-09-2019,HSBC BWF World Tour Super 500,WS,Quarter final,1,2,False,24-22,22-20,,Tzu Ying Tai,Gregoria Mariska Tunjung,TPE,INA,46,42,8,7,3,8,4,4,2,2,"['0-0', '0-1', '0-2', '1-2', '2-2', '2-3', '2-4', '2-5', '3-5', '3-6', '3-7', '3-8', '3-9', '4-9', '4-10', '5-10', '5-11', '6-11', '7-11', '8-11', '9-11', '9-12', '10-12', '11-12', '11-13', '11-14', '12-14', '13-14', '14-14', '14-15', '14-16', '15-16', '15-17', '16-17', '17-17', '18-17', '19-17', '19-18', '19-19', '19-20', '20-20', '20-21', '21-21', '22-21', '22-22', '23-22', '24-22']",8.0,7.0,1.0,6.0,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '1-5', '1-6', '2-6', '3-6', '3-7', '4-7', '5-7', '6-7', '7-7', '7-8', '8-8', '9-8', '10-8', '10-9', '10-10', '11-10', '11-11', '12-11', '13-11', '13-12', '13-13', '13-14', '13-15', '13-16', '13-17', '13-18', '14-18', '14-19', '14-20', '15-20', '16-20', '17-20', '18-20', '19-20', '20-20', '21-20', '22-20']",,,,,[]
Korea Open 2019,Incheon,Korea,27-09-2019,HSBC BWF World Tour Super 500,WS,Quarter final,1,3,False,15-21,21-17,21-18,Bing Jiao He,Yu Fei Chen,CHN,CHN,57,56,5,7,3,2,4,7,0,2,"['0-0', '1-0', '1-1', '2-1', '2-2', '2-3', '3-3', '4-3', '5-3', '5-4', '5-5', '6-5', '6-6', '7-6', '8-6', '8-7', '8-8', '8-9', '8-10', '8-11', '8-12', '9-12', '10-12', '11-12', '12-12', '12-13', '12-14', '12-15', '12-16', '12-17', '12-18', '12-19', '13-19', '14-19', '14-20', '15-20', '15-21']",5.0,3.0,1.0,0.0,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '4-2', '5-2', '5-3', '5-4', '5-5', '6-5', '7-5', '8-5', '9-5', '10-5', '10-6', '11-6', '11-7', '12-7', '13-7', '13-8', '13-9', '13-10', '14-10', '14-11', '15-11', '15-12', '15-13', '16-13', '16-14', '16-15', '17-15', '18-15', '19-15', '19-16', '19-17', '20-17', '21-17']",5.0,7.0,2.0,0.0,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '3-3', '3-4', '4-4', '5-4', '6-4', '7-4', '7-5', '7-6', '8-6', '9-6', '10-6', '11-6', '12-6', '12-7', '12-8', '12-9', '12-10', '12-11', '12-12', '12-13', '13-13', '13-14', '14-14', '15-14', '15-15', '16-15', '17-15', '18-15', '18-16', '19-16', '19-17', '20-17', '20-18', '21-18']"
Korea Open 2019,Incheon,Korea,27-09-2019,HSBC BWF World Tour Super 500,WS,Quarter final,1,3,False,21-23,21-16,21-19,Michelle Li,Nozomi Okuhara,CAN,JPN,63,58,3,4,7,1,3,4,4,1,"['0-0', '0-1', '1-1', '1-2', '1-3', '2-3', '3-3', '3-4', '4-4', '4-5', '5-5', '5-6', '6-6', '7-6', '8-6', '8-7', '8-8', '8-9', '8-10', '9-10', '9-11', '10-11', '10-12', '11-12', '11-13', '12-13', '13-13', '13-14', '14-14', '15-14', '15-15', '16-15', '17-15', '17-16', '18-16', '19-16', '19-17', '20-17', '20-18', '20-19', '20-20', '21-20', '21-21', '21-22', '21-23']",3.0,3.0,2.0,0.0,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '3-3', '4-3', '4-4', '4-5', '5-5', '5-6', '6-6', '7-6', '7-7', '8-7', '9-7', '9-8', '9-9', '9-10', '10-10', '10-11', '11-11', '12-11', '12-12', '13-12', '14-12', '15-12', '15-13', '16-13', '16-14', '17-14', '18-14', '19-14', '19-15', '20-15', '20-16', '21-16']",3.0,4.0,1.0,0.0,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '3-3', '4-3', '5-3', '5-4', '6-4', '6-5', '6-6', '7-6', '7-7', '7-8', '8-8', '8-9', '8-10', '8-11', '8-12', '9-12', '9-13', '9-14', '10-14', '10-15', '11-15', '12-15', '12-16', '13-16', '14-16', '14-17', '15-17', '16-17', '17-17', '17-18', '18-18', '18-19', '19-19', '20-19', '21-19']"
Korea Open 2019,Incheon,Korea,28-09-2019,HSBC BWF World Tour Super 500,WS,Semi final,1,2,False,21-19,21-11,,Ratchanok Intanon,Tzu Ying Tai,THA,TPE,42,30,8,5,2,0,4,5,1,0,"['0-0', '1-0', '2-0', '3-0', '4-0', '4-1', '5-1', '5-2', '6-2', '7-2', '7-3', '7-4', '8-4', '8-5', '9-5', '9-6', '9-7', '9-8', '10-8', '11-8', '11-9', '12-9', '13-9', '13-10', '13-11', '13-12', '13-13', '13-14', '14-14', '14-15', '14-16', '15-16', '15-17', '15-18', '16-18', '17-18', '17-19', '18-19', '19-19', '20-19', '21-19']",4.0,2.0,1.0,0.0,"['0-0', '1-0', '2-0', '3-0', '4-0', '4-1', '4-2', '5-2', '5-3', '6-3', '7-3', '8-3', '8-4', '9-4', '9-5', '9-6', '10-6', '11-6', '11-7', '12-7', '12-8', '12-9', '13-9', '14-9', '14-10', '15-10', '16-10', '17-10', '17-11', '18-11', '19-11', '20-11', '21-11']",,,,,[]
Korea Open 2019,Incheon,Korea,28-09-2019,HSBC BWF World Tour Super 500,WS,Semi final,2,2,False,9-21,15-21,,Michelle Li,Bing Jiao He,CAN,CHN,24,42,3,6,0,3,2,5,0,1,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '1-5', '2-5', '2-6', '2-7', '3-7', '4-7', '4-8', '5-8', '6-8', '6-9', '6-10', '6-11', '6-12', '6-13', '7-13', '7-14', '7-15', '7-16', '7-17', '7-18', '8-18', '8-19', '9-19', '9-20', '9-21']",3.0,6.0,0.0,2.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '5-1', '5-2', '6-2', '6-3', '7-3', '7-4', '7-5', '7-6', '7-7', '8-7', '9-7', '9-8', '9-9', '10-9', '10-10', '10-11', '10-12', '10-13', '10-14', '10-15', '11-15', '11-16', '12-16', '13-16', '14-16', '14-17', '14-18', '14-19', '14-20', '15-20', '15-21']",,,,,[]
Korea Open 2019,Incheon,Korea,29-09-2019,HSBC BWF World Tour Super 500,WS,Final,2,3,False,21-18,22-24,17-21,Ratchanok Intanon,Bing Jiao He,THA,CHN,60,63,8,5,6,5,3,4,2,0,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '3-3', '3-4', '3-5', '4-5', '5-5', '6-5', '6-6', '6-7', '6-8', '7-8', '8-8', '8-9', '8-10', '9-10', '10-10', '11-10', '11-11', '12-11', '13-11', '13-12', '14-12', '14-13', '14-14', '14-15', '14-16', '15-16', '16-16', '17-16', '17-17', '18-17', '19-17', '20-17', '20-18', '21-18']",8.0,5.0,4.0,3.0,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '3-3', '3-4', '4-4', '5-4', '5-5', '6-5', '6-6', '6-7', '6-8', '6-9', '7-9', '8-9', '8-10', '8-11', '8-12', '8-13', '9-13', '10-13', '11-13', '12-13', '13-13', '14-13', '15-13', '16-13', '16-14', '17-14', '18-14', '18-15', '18-16', '19-16', '20-16', '20-17', '20-18', '20-19', '20-20', '20-21', '21-21', '21-22', '22-22', '22-23', '22-24']",3.0,3.0,0.0,2.0,"['0-0', '1-0', '1-1', '2-1', '2-2', '2-3', '3-3', '3-4', '3-5', '4-5', '4-6', '5-6', '5-7', '5-8', '5-9', '6-9', '7-9', '7-10', '7-11', '8-11', '9-11', '10-11', '10-12', '11-12', '11-13', '12-13', '12-14', '12-15', '13-15', '13-16', '13-17', '14-17', '14-18', '14-19', '15-19', '16-19', '16-20', '17-20', '17-21']"
