tournament,city,country,date,tournament_type,discipline,round,winner,nb_sets,retired,game_1_score,game_2_score,game_3_score,team_one_players,team_two_players,team_one_nationalities,team_two_nationalities,team_one_total_points,team_two_total_points,team_one_most_consecutive_points,team_two_most_consecutive_points,team_one_game_points,team_two_game_points,team_one_most_consecutive_points_game_1,team_two_most_consecutive_points_game_1,team_one_game_points_game_1,team_two_game_points_game_1,game_1_scores,team_one_most_consecutive_points_game_2,team_two_most_consecutive_points_game_2,team_one_game_points_game_2,team_two_game_points_game_2,game_2_scores,team_one_most_consecutive_points_game_3,team_two_most_consecutive_points_game_3,team_one_game_points_game_3,team_two_game_points_game_3,game_3_scores
IDBI Federal Life Insurance Hyderabad Open 2019,Hyderabad,India,07-08-2019,BWF Tour Super 100,MS,Round of 32,0,1,True,2-1,,,Sony Dwi Kuncoro,Kean Yew Loh,INA,SGP,2,1,2,1,0,0,2,1,0,0,"['0-0', '0-1', '1-1', '2-1']",,,,,,,,,,
IDBI Federal Life Insurance Hyderabad Open 2019,Hyderabad,India,08-08-2019,BWF Tour Super 100,MS,Round of 16,2,2,False,21-23,15-21,,Shesar Hiren Rhustavito,Kalle Koljonen,INA,FIN,36,44,4,7,0,6,4,7,0,5,"['0-0', '0-1', '0-2', '1-2', '1-3', '2-3', '3-3', '3-4', '3-5', '4-5', '5-5', '6-5', '7-5', '7-6', '7-7', '7-8', '8-8', '8-9', '9-9', '10-9', '11-9', '11-10', '11-11', '11-12', '11-13', '11-14', '11-15', '11-16', '12-16', '13-16', '13-17', '14-17', '15-17', '15-18', '16-18', '16-19', '17-19', '17-20', '18-20', '19-20', '20-20', '20-21', '21-21', '21-22', '21-23']",4.0,6.0,0.0,1.0,"['0-0', '0-1', '0-2', '0-3', '1-3', '2-3', '3-3', '3-4', '3-5', '3-6', '4-6', '5-6', '5-7', '5-8', '6-8', '7-8', '8-8', '9-8', '9-9', '9-10', '9-11', '9-12', '9-13', '9-14', '10-14', '10-15', '10-16', '11-16', '11-17', '12-17', '12-18', '13-18', '14-18', '14-19', '15-19', '15-20', '15-21']",,,,,[]
IDBI Federal Life Insurance Hyderabad Open 2019,Hyderabad,India,08-08-2019,BWF Tour Super 100,MS,Round of 16,1,3,False,10-21,21-15,21-13,Kwang Hee Heo,Mithun Manjunath,KOR,IND,52,49,7,7,2,2,5,7,0,2,"['0-0', '0-1', '0-2', '0-3', '0-4', '0-5', '1-5', '1-6', '2-6', '2-7', '2-8', '2-9', '2-10', '2-11', '2-12', '2-13', '3-13', '4-13', '5-13', '6-13', '7-13', '7-14', '7-15', '7-16', '7-17', '8-17', '8-18', '9-18', '9-19', '9-20', '10-20', '10-21']",5.0,3.0,1.0,0.0,"['0-0', '1-0', '1-1', '2-1', '2-2', '2-3', '2-4', '3-4', '3-5', '3-6', '3-7', '4-7', '4-8', '5-8', '6-8', '7-8', '8-8', '8-9', '9-9', '9-10', '9-11', '10-11', '11-11', '11-12', '12-12', '13-12', '13-13', '14-13', '14-14', '15-14', '16-14', '17-14', '18-14', '19-14', '19-15', '20-15', '21-15']",7.0,3.0,1.0,0.0,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2', '4-2', '5-2', '6-2', '7-2', '8-2', '8-3', '8-4', '8-5', '9-5', '10-5', '11-5', '11-6', '12-6', '12-7', '13-7', '14-7', '14-8', '14-9', '15-9', '16-9', '17-9', '17-10', '17-11', '18-11', '18-12', '18-13', '19-13', '20-13', '21-13']"
IDBI Federal Life Insurance Hyderabad Open 2019,Hyderabad,India,08-08-2019,BWF Tour Super 100,MS,Round of 16,1,2,False,21-18,21-13,,Ajay Jayaram,Jia Wei Tan,IND,MAS,42,31,7,4,3,0,5,3,2,0,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '2-4', '2-5', '2-6', '3-6', '3-7', '3-8', '4-8', '5-8', '6-8', '7-8', '8-8', '8-9', '9-9', '9-10', '10-10', '10-11', '10-12', '10-13', '11-13', '12-13', '13-13', '14-13', '15-13', '15-14', '16-14', '17-14', '17-15', '18-15', '18-16', '18-17', '19-17', '20-17', '20-18', '21-18']",7.0,4.0,1.0,0.0,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '3-3', '3-4', '3-5', '3-6', '4-6', '4-7', '5-7', '6-7', '6-8', '7-8', '8-8', '9-8', '9-9', '10-9', '10-10', '10-11', '11-11', '12-11', '13-11', '14-11', '15-11', '16-11', '17-11', '17-12', '17-13', '18-13', '19-13', '20-13', '21-13']",,,,,[]
IDBI Federal Life Insurance Hyderabad Open 2019,Hyderabad,India,08-08-2019,BWF Tour Super 100,MS,Round of 16,1,2,False,21-16,21-15,,Iskandar Zulkarnain,Ikhsan Leonardo Imanuel Rumbay,MAS,INA,42,31,6,4,3,0,5,4,1,0,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '4-2', '4-3', '5-3', '6-3', '6-4', '7-4', '8-4', '9-4', '10-4', '10-5', '10-6', '11-6', '11-7', '12-7', '12-8', '12-9', '13-9', '14-9', '15-9', '15-10', '15-11', '15-12', '16-12', '16-13', '16-14', '16-15', '16-16', '17-16', '18-16', '19-16', '20-16', '21-16']",5.0,2.0,2.0,0.0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '3-3', '4-3', '5-3', '5-4', '5-5', '6-5', '6-6', '6-7', '7-7', '8-7', '8-8', '8-9', '9-9', '10-9', '11-9', '12-9', '13-9', '13-10', '14-10', '15-10', '16-10', '16-11', '16-12', '17-12', '18-12', '19-12', '19-13', '19-14', '20-14', '20-15', '21-15']",,,,,[]
IDBI Federal Life Insurance Hyderabad Open 2019,Hyderabad,India,08-08-2019,BWF Tour Super 100,MS,Round of 16,2,2,False,16-21,11-21,,Fei Xiang Sun,Sourabh Verma,CHN,IND,27,42,5,8,0,4,5,8,0,1,"['0-0', '1-0', '1-1', '2-1', '2-2', '2-3', '2-4', '2-5', '3-5', '3-6', '3-7', '4-7', '4-8', '5-8', '6-8', '6-9', '7-9', '7-10', '8-10', '9-10', '9-11', '10-11', '11-11', '12-11', '13-11', '14-11', '14-12', '14-13', '14-14', '14-15', '14-16', '14-17', '14-18', '14-19', '15-19', '16-19', '16-20', '16-21']",5.0,7.0,0.0,3.0,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '2-4', '3-4', '4-4', '5-4', '5-5', '5-6', '5-7', '5-8', '6-8', '6-9', '6-10', '7-10', '7-11', '7-12', '7-13', '7-14', '7-15', '7-16', '7-17', '8-17', '8-18', '9-18', '9-19', '9-20', '10-20', '11-20', '11-21']",,,,,[]
IDBI Federal Life Insurance Hyderabad Open 2019,Hyderabad,India,08-08-2019,BWF Tour Super 100,MS,Round of 16,1,3,False,21-16,13-21,21-16,Yu Peng Bai,Firman Abdul Kholik,CHN,INA,55,53,8,5,6,1,8,3,4,0,"['0-0', '1-0', '2-0', '3-0', '4-0', '4-1', '4-2', '5-2', '5-3', '5-4', '5-5', '6-5', '6-6', '7-6', '7-7', '7-8', '7-9', '8-9', '9-9', '10-9', '11-9', '11-10', '11-11', '12-11', '13-11', '14-11', '15-11', '16-11', '17-11', '18-11', '19-11', '19-12', '19-13', '20-13', '20-14', '20-15', '20-16', '21-16']",2.0,5.0,0.0,1.0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '3-3', '4-3', '5-3', '5-4', '5-5', '5-6', '5-7', '6-7', '6-8', '7-8', '7-9', '8-9', '8-10', '9-10', '9-11', '9-12', '10-12', '11-12', '11-13', '12-13', '12-14', '12-15', '12-16', '12-17', '12-18', '13-18', '13-19', '13-20', '13-21']",5.0,2.0,2.0,0.0,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '2-4', '3-4', '4-4', '5-4', '6-4', '6-5', '7-5', '8-5', '9-5', '9-6', '10-6', '10-7', '10-8', '11-8', '11-9', '12-9', '13-9', '13-10', '13-11', '14-11', '15-11', '15-12', '16-12', '16-13', '17-13', '17-14', '17-15', '18-15', '19-15', '20-15', '20-16', '21-16']"
IDBI Federal Life Insurance Hyderabad Open 2019,Hyderabad,India,08-08-2019,BWF Tour Super 100,MS,Round of 16,2,3,False,21-17,15-21,19-21,Kashyap Parupalli,Kean Yew Loh,IND,SGP,55,59,6,6,1,4,5,3,1,0,"['0-0', '0-1', '0-2', '1-2', '2-2', '3-2', '4-2', '5-2', '5-3', '5-4', '6-4', '6-5', '6-6', '7-6', '8-6', '8-7', '9-7', '10-7', '10-8', '11-8', '11-9', '12-9', '12-10', '12-11', '12-12', '13-12', '14-12', '14-13', '15-13', '15-14', '15-15', '16-15', '17-15', '17-16', '18-16', '18-17', '19-17', '20-17', '21-17']",3.0,6.0,0.0,3.0,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2', '3-3', '3-4', '3-5', '4-5', '5-5', '6-5', '6-6', '6-7', '6-8', '6-9', '6-10', '6-11', '7-11', '7-12', '7-13', '7-14', '8-14', '9-14', '9-15', '9-16', '9-17', '10-17', '10-18', '11-18', '11-19', '12-19', '13-19', '13-20', '14-20', '15-20', '15-21']",6.0,5.0,0.0,1.0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '3-3', '4-3', '4-4', '4-5', '4-6', '4-7', '4-8', '5-8', '5-9', '5-10', '6-10', '7-10', '8-10', '9-10', '10-10', '11-10', '11-11', '12-11', '12-12', '13-12', '14-12', '14-13', '14-14', '14-15', '15-15', '15-16', '16-16', '16-17', '16-18', '16-19', '17-19', '18-19', '19-19', '19-20', '19-21']"
IDBI Federal Life Insurance Hyderabad Open 2019,Hyderabad,India,08-08-2019,BWF Tour Super 100,MS,Round of 16,1,2,False,21-16,21-15,,Subhankar Dey,Chico Aura Dwi Wardoyo,IND,INA,42,31,7,4,4,0,7,3,3,0,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '2-4', '3-4', '3-5', '3-6', '4-6', '5-6', '6-6', '7-6', '8-6', '9-6', '10-6', '10-7', '10-8', '10-9', '11-9', '11-10', '12-10', '13-10', '13-11', '14-11', '15-11', '16-11', '17-11', '17-12', '17-13', '17-14', '18-14', '19-14', '20-14', '20-15', '20-16', '21-16']",5.0,4.0,1.0,0.0,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '4-2', '5-2', '6-2', '7-2', '7-3', '7-4', '7-5', '8-5', '8-6', '9-6', '10-6', '10-7', '11-7', '11-8', '12-8', '12-9', '12-10', '12-11', '12-12', '13-12', '14-12', '15-12', '15-13', '16-13', '16-14', '16-15', '17-15', '18-15', '19-15', '20-15', '21-15']",,,,,[]
IDBI Federal Life Insurance Hyderabad Open 2019,Hyderabad,India,09-08-2019,BWF Tour Super 100,MS,Quarter final,1,2,False,21-11,21-16,,Kean Yew Loh,Subhankar Dey,SGP,IND,42,27,6,5,4,0,4,5,1,0,"['0-0', '0-1', '1-1', '2-1', '3-1', '4-1', '4-2', '4-3', '4-4', '4-5', '4-6', '5-6', '6-6', '6-7', '7-7', '8-7', '9-7', '9-8', '10-8', '11-8', '11-9', '12-9', '13-9', '14-9', '14-10', '15-10', '16-10', '17-10', '18-10', '18-11', '19-11', '20-11', '21-11']",6.0,4.0,3.0,0.0,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '4-2', '5-2', '5-3', '6-3', '6-4', '7-4', '8-4', '8-5', '8-6', '8-7', '8-8', '9-8', '10-8', '10-9', '11-9', '12-9', '12-10', '12-11', '13-11', '13-12', '13-13', '14-13', '15-13', '16-13', '17-13', '18-13', '19-13', '19-14', '20-14', '20-15', '20-16', '21-16']",,,,,[]
IDBI Federal Life Insurance Hyderabad Open 2019,Hyderabad,India,09-08-2019,BWF Tour Super 100,MS,Quarter final,2,3,False,16-21,21-12,13-21,Yu Peng Bai,Iskandar Zulkarnain,CHN,MAS,50,54,7,4,1,3,3,4,0,1,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '1-5', '2-5', '3-5', '3-6', '4-6', '4-7', '4-8', '4-9', '5-9', '5-10', '6-10', '6-11', '7-11', '8-11', '9-11', '9-12', '10-12', '10-13', '10-14', '10-15', '10-16', '11-16', '11-17', '12-17', '12-18', '13-18', '13-19', '14-19', '15-19', '16-19', '16-20', '16-21']",7.0,3.0,1.0,0.0,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '3-3', '3-4', '4-4', '5-4', '6-4', '7-4', '8-4', '8-5', '9-5', '9-6', '9-7', '10-7', '10-8', '11-8', '12-8', '12-9', '12-10', '13-10', '14-10', '14-11', '14-12', '15-12', '16-12', '17-12', '18-12', '19-12', '20-12', '21-12']",4.0,4.0,0.0,2.0,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '1-5', '2-5', '2-6', '2-7', '2-8', '3-8', '3-9', '4-9', '4-10', '4-11', '4-12', '5-12', '5-13', '5-14', '5-15', '5-16', '6-16', '7-16', '8-16', '8-17', '8-18', '9-18', '10-18', '11-18', '12-18', '12-19', '12-20', '13-20', '13-21']"
IDBI Federal Life Insurance Hyderabad Open 2019,Hyderabad,India,09-08-2019,BWF Tour Super 100,MS,Quarter final,1,2,False,21-10,21-18,,Kwang Hee Heo,Kalle Koljonen,KOR,FIN,42,28,7,4,2,0,5,3,1,0,"['0-0', '0-1', '1-1', '2-1', '3-1', '4-1', '5-1', '5-2', '6-2', '7-2', '7-3', '8-3', '8-4', '9-4', '9-5', '10-5', '11-5', '12-5', '12-6', '13-6', '14-6', '15-6', '15-7', '16-7', '17-7', '17-8', '17-9', '17-10', '18-10', '19-10', '20-10', '21-10']",7.0,4.0,1.0,0.0,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '1-5', '2-5', '2-6', '3-6', '3-7', '4-7', '5-7', '6-7', '7-7', '8-7', '9-7', '10-7', '10-8', '10-9', '11-9', '12-9', '12-10', '12-11', '13-11', '13-12', '14-12', '14-13', '14-14', '15-14', '15-15', '15-16', '16-16', '17-16', '17-17', '17-18', '18-18', '19-18', '20-18', '21-18']",,,,,[]
IDBI Federal Life Insurance Hyderabad Open 2019,Hyderabad,India,09-08-2019,BWF Tour Super 100,MS,Quarter final,1,2,False,21-18,21-9,,Sourabh Verma,Ajay Jayaram,IND,IND,42,27,7,7,4,0,5,7,3,0,"['0-0', '1-0', '2-0', '3-0', '3-1', '3-2', '3-3', '4-3', '5-3', '6-3', '7-3', '7-4', '8-4', '8-5', '9-5', '9-6', '10-6', '11-6', '11-7', '11-8', '11-9', '11-10', '11-11', '11-12', '11-13', '12-13', '12-14', '13-14', '14-14', '15-14', '16-14', '17-14', '17-15', '17-16', '18-16', '19-16', '20-16', '20-17', '20-18', '21-18']",7.0,3.0,1.0,0.0,"['0-0', '1-0', '2-0', '3-0', '4-0', '4-1', '5-1', '6-1', '6-2', '6-3', '6-4', '7-4', '8-4', '9-4', '10-4', '11-4', '12-4', '13-4', '13-5', '13-6', '14-6', '15-6', '15-7', '16-7', '16-8', '17-8', '18-8', '18-9', '19-9', '20-9', '21-9']",,,,,[]
IDBI Federal Life Insurance Hyderabad Open 2019,Hyderabad,India,10-08-2019,BWF Tour Super 100,MS,Semi final,1,2,False,23-21,21-16,,Sourabh Verma,Iskandar Zulkarnain,IND,MAS,44,37,5,5,6,0,5,5,4,0,"['0-0', '1-0', '2-0', '3-0', '4-0', '4-1', '4-2', '4-3', '5-3', '6-3', '7-3', '8-3', '9-3', '9-4', '9-5', '9-6', '9-7', '9-8', '10-8', '10-9', '10-10', '11-10', '12-10', '12-11', '12-12', '13-12', '14-12', '14-13', '14-14', '14-15', '15-15', '15-16', '16-16', '16-17', '17-17', '18-17', '18-18', '19-18', '20-18', '20-19', '20-20', '21-20', '21-21', '22-21', '23-21']",5.0,3.0,2.0,0.0,"['0-0', '0-1', '0-2', '0-3', '1-3', '2-3', '3-3', '4-3', '5-3', '5-4', '6-4', '6-5', '7-5', '8-5', '9-5', '10-5', '11-5', '11-6', '11-7', '12-7', '13-7', '14-7', '14-8', '15-8', '15-9', '15-10', '15-11', '16-11', '16-12', '17-12', '18-12', '18-13', '18-14', '19-14', '19-15', '20-15', '20-16', '21-16']",,,,,[]
IDBI Federal Life Insurance Hyderabad Open 2019,Hyderabad,India,10-08-2019,BWF Tour Super 100,MS,Semi final,2,3,False,21-16,10-21,23-25,Kwang Hee Heo,Kean Yew Loh,KOR,SGP,54,62,4,8,4,4,4,3,1,0,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '2-4', '3-4', '4-4', '4-5', '5-5', '5-6', '6-6', '6-7', '7-7', '8-7', '9-7', '9-8', '10-8', '10-9', '10-10', '11-10', '12-10', '13-10', '14-10', '14-11', '15-11', '16-11', '17-11', '18-11', '18-12', '18-13', '19-13', '19-14', '19-15', '19-16', '20-16', '21-16']",4.0,4.0,0.0,1.0,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '2-4', '2-5', '2-6', '2-7', '3-7', '3-8', '3-9', '3-10', '4-10', '4-11', '4-12', '4-13', '5-13', '5-14', '5-15', '6-15', '7-15', '8-15', '9-15', '9-16', '9-17', '10-17', '10-18', '10-19', '10-20', '10-21']",3.0,8.0,3.0,3.0,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '4-2', '5-2', '5-3', '5-4', '6-4', '7-4', '7-5', '8-5', '9-5', '10-5', '10-6', '11-6', '11-7', '11-8', '12-8', '12-9', '12-10', '12-11', '12-12', '12-13', '12-14', '12-15', '12-16', '13-16', '14-16', '15-16', '15-17', '16-17', '17-17', '18-17', '18-18', '19-18', '20-18', '20-19', '20-20', '21-20', '21-21', '21-22', '22-22', '22-23', '23-23', '23-24', '23-25']"
IDBI Federal Life Insurance Hyderabad Open 2019,Hyderabad,India,11-08-2019,BWF Tour Super 100,MS,Final,2,3,False,13-21,21-14,16-21,Kean Yew Loh,Sourabh Verma,SGP,IND,50,56,6,6,1,4,2,4,0,2,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '2-4', '2-5', '2-6', '3-6', '3-7', '3-8', '3-9', '4-9', '4-10', '4-11', '4-12', '4-13', '5-13', '5-14', '6-14', '7-14', '7-15', '8-15', '9-15', '9-16', '10-16', '10-17', '11-17', '11-18', '12-18', '12-19', '12-20', '13-20', '13-21']",6.0,5.0,1.0,0.0,"['0-0', '0-1', '0-2', '0-3', '0-4', '0-5', '1-5', '1-6', '1-7', '1-8', '2-8', '2-9', '3-9', '4-9', '4-10', '5-10', '6-10', '7-10', '8-10', '9-10', '10-10', '10-11', '11-11', '12-11', '13-11', '14-11', '14-12', '14-13', '15-13', '16-13', '17-13', '18-13', '19-13', '19-14', '20-14', '21-14']",3.0,4.0,0.0,2.0,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '3-3', '4-3', '4-4', '4-5', '4-6', '4-7', '5-7', '6-7', '7-7', '7-8', '8-8', '9-8', '10-8', '10-9', '10-10', '10-11', '11-11', '11-12', '11-13', '11-14', '12-14', '12-15', '12-16', '13-16', '14-16', '14-17', '14-18', '15-18', '15-19', '15-20', '16-20', '16-21']"
YONEX Akita Masters 2019,Akita,Japan,13-08-2019,BWF Tour Super 100,MS,Round of 64,1,2,False,24-22,21-17,,Yu Peng Bai,Kenta Matsumura,CHN,JPN,45,39,6,5,3,2,4,4,2,2,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '3-3', '4-3', '4-4', '5-4', '5-5', '6-5', '6-6', '7-6', '8-6', '8-7', '8-8', '8-9', '8-10', '9-10', '10-10', '11-10', '12-10', '12-11', '12-12', '12-13', '13-13', '13-14', '13-15', '14-15', '15-15', '16-15', '17-15', '17-16', '17-17', '18-17', '18-18', '18-19', '19-19', '20-19', '20-20', '20-21', '21-21', '21-22', '22-22', '23-22', '24-22']",6.0,5.0,1.0,0.0,"['0-0', '0-1', '1-1', '2-1', '3-1', '4-1', '5-1', '5-2', '6-2', '6-3', '6-4', '6-5', '6-6', '6-7', '7-7', '7-8', '8-8', '9-8', '9-9', '9-10', '9-11', '10-11', '11-11', '11-12', '11-13', '11-14', '12-14', '13-14', '14-14', '15-14', '16-14', '17-14', '17-15', '18-15', '18-16', '18-17', '19-17', '20-17', '21-17']",,,,,[]
YONEX Akita Masters 2019,Akita,Japan,13-08-2019,BWF Tour Super 100,MS,Round of 64,1,2,False,21-8,21-10,,Kodai Naraoka,Farouk Mohammed Hassan,JPN,ENG,42,18,5,3,6,0,4,2,2,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '5-1', '6-1', '6-2', '7-2', '7-3', '8-3', '9-3', '10-3', '10-4', '10-5', '11-5', '12-5', '13-5', '13-6', '14-6', '15-6', '16-6', '16-7', '17-7', '18-7', '19-7', '20-7', '20-8', '21-8']",5.0,3.0,4.0,0.0,"['0-0', '0-1', '1-1', '2-1', '3-1', '4-1', '4-2', '5-2', '6-2', '6-3', '7-3', '7-4', '7-5', '8-5', '9-5', '10-5', '11-5', '12-5', '12-6', '13-6', '14-6', '15-6', '16-6', '17-6', '17-7', '18-7', '19-7', '20-7', '20-8', '20-9', '20-10', '21-10']",,,,,[]
YONEX Akita Masters 2019,Akita,Japan,13-08-2019,BWF Tour Super 100,MS,Round of 64,2,3,False,19-21,21-15,11-21,Jia Wei Tan,Takuma Obayashi,MAS,JPN,51,57,8,9,1,3,7,4,0,1,"['0-0', '1-0', '1-1', '1-2', '1-3', '1-4', '2-4', '2-5', '2-6', '2-7', '3-7', '3-8', '3-9', '4-9', '4-10', '5-10', '5-11', '5-12', '6-12', '7-12', '8-12', '8-13', '8-14', '9-14', '9-15', '10-15', '10-16', '10-17', '11-17', '12-17', '13-17', '14-17', '15-17', '16-17', '17-17', '17-18', '18-18', '18-19', '19-19', '19-20', '19-21']",5.0,3.0,1.0,0.0,"['0-0', '1-0', '2-0', '2-1', '2-2', '2-3', '3-3', '3-4', '4-4', '4-5', '5-5', '5-6', '5-7', '6-7', '6-8', '7-8', '8-8', '9-8', '10-8', '11-8', '11-9', '11-10', '11-11', '12-11', '13-11', '13-12', '14-12', '14-13', '14-14', '15-14', '16-14', '17-14', '17-15', '18-15', '19-15', '20-15', '21-15']",4.0,9.0,0.0,2.0,"['0-0', '1-0', '2-0', '3-0', '4-0', '4-1', '4-2', '4-3', '5-3', '5-4', '5-5', '5-6', '5-7', '6-7', '6-8', '6-9', '6-10', '6-11', '6-12', '6-13', '6-14', '6-15', '6-16', '7-16', '7-17', '8-17', '9-17', '9-18', '10-18', '10-19', '10-20', '11-20', '11-21']"
YONEX Akita Masters 2019,Akita,Japan,13-08-2019,BWF Tour Super 100,MS,Round of 64,1,3,False,21-16,19-21,21-10,Minoru Koga,Gatjra Piliang Fiqihila Cupu,JPN,INA,61,47,9,4,2,1,4,2,1,0,"['0-0', '0-1', '0-2', '1-2', '1-3', '2-3', '2-4', '3-4', '3-5', '4-5', '5-5', '6-5', '6-6', '7-6', '8-6', '8-7', '9-7', '9-8', '9-9', '10-9', '10-10', '11-10', '12-10', '13-10', '14-10', '14-11', '14-12', '15-12', '16-12', '16-13', '17-13', '17-14', '17-15', '18-15', '18-16', '19-16', '20-16', '21-16']",4.0,4.0,0.0,1.0,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '4-2', '5-2', '5-3', '6-3', '7-3', '7-4', '7-5', '7-6', '8-6', '9-6', '10-6', '10-7', '10-8', '10-9', '10-10', '11-10', '12-10', '12-11', '13-11', '13-12', '13-13', '13-14', '14-14', '15-14', '15-15', '15-16', '15-17', '15-18', '16-18', '17-18', '18-18', '19-18', '19-19', '19-20', '19-21']",9.0,3.0,1.0,0.0,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '5-1', '6-1', '7-1', '7-2', '8-2', '8-3', '8-4', '8-5', '9-5', '9-6', '9-7', '10-7', '11-7', '12-7', '13-7', '14-7', '15-7', '16-7', '17-7', '18-7', '18-8', '18-9', '18-10', '19-10', '20-10', '21-10']"
YONEX Akita Masters 2019,Akita,Japan,13-08-2019,BWF Tour Super 100,MS,Round of 64,1,2,False,21-7,21-10,,Shota Omoto,Hin Shun Wong,JPN,ENG,42,17,9,2,3,0,9,2,2,0,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '6-0', '7-0', '8-0', '9-0', '9-1', '9-2', '10-2', '11-2', '12-2', '13-2', '13-3', '14-3', '14-4', '15-4', '15-5', '16-5', '17-5', '17-6', '18-6', '19-6', '20-6', '20-7', '21-7']",6.0,2.0,1.0,0.0,"['0-0', '0-1', '1-1', '2-1', '3-1', '4-1', '4-2', '5-2', '6-2', '7-2', '7-3', '7-4', '8-4', '8-5', '8-6', '9-6', '10-6', '10-7', '11-7', '12-7', '13-7', '13-8', '14-8', '15-8', '15-9', '15-10', '16-10', '17-10', '18-10', '19-10', '20-10', '21-10']",,,,,[]
YONEX Akita Masters 2019,Akita,Japan,13-08-2019,BWF Tour Super 100,MS,Round of 64,1,2,False,21-13,21-13,,Teck Zhi Soo,Chun Kar Lung,MAS,ENG,42,26,6,3,4,0,4,3,2,0,"['0-0', '1-0', '1-1', '2-1', '3-1', '4-1', '5-1', '5-2', '6-2', '6-3', '6-4', '6-5', '7-5', '7-6', '8-6', '8-7', '9-7', '10-7', '11-7', '11-8', '12-8', '13-8', '14-8', '15-8', '15-9', '16-9', '17-9', '17-10', '17-11', '18-11', '19-11', '19-12', '20-12', '20-13', '21-13']",6.0,2.0,2.0,0.0,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '3-3', '4-3', '5-3', '6-3', '7-3', '8-3', '9-3', '9-4', '9-5', '10-5', '11-5', '11-6', '11-7', '12-7', '13-7', '14-7', '14-8', '14-9', '15-9', '15-10', '15-11', '16-11', '17-11', '18-11', '19-11', '19-12', '20-12', '20-13', '21-13']",,,,,[]
YONEX Akita Masters 2019,Akita,Japan,14-08-2019,BWF Tour Super 100,MS,Round of 32,1,3,False,21-11,17-21,21-15,Sitthikom Thammasin,Chun-Yi Lin,THA,TPE,59,47,5,5,4,3,5,2,3,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '4-2', '5-2', '6-2', '6-3', '7-3', '8-3', '9-3', '10-3', '11-3', '11-4', '12-4', '13-4', '14-4', '15-4', '15-5', '16-5', '16-6', '16-7', '17-7', '17-8', '17-9', '18-9', '19-9', '20-9', '20-10', '20-11', '21-11']",2.0,5.0,0.0,3.0,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '3-3', '3-4', '4-4', '4-5', '4-6', '5-6', '5-7', '5-8', '5-9', '5-10', '5-11', '6-11', '7-11', '7-12', '8-12', '9-12', '9-13', '9-14', '10-14', '10-15', '11-15', '11-16', '12-16', '13-16', '13-17', '14-17', '14-18', '15-18', '15-19', '15-20', '16-20', '17-20', '17-21']",5.0,4.0,1.0,0.0,"['0-0', '1-0', '2-0', '2-1', '2-2', '2-3', '2-4', '3-4', '4-4', '4-5', '4-6', '5-6', '5-7', '6-7', '6-8', '7-8', '8-8', '9-8', '9-9', '10-9', '10-10', '10-11', '10-12', '11-12', '11-13', '11-14', '12-14', '13-14', '14-14', '15-14', '16-14', '16-15', '17-15', '18-15', '19-15', '20-15', '21-15']"
